gene	Exp GCN	Exp RNA	kGin	kGac	kTCleak	kTCmaxs	kTCd	mRNA params	Exp Protein	Protein_half_life_Schwan_h	Protein_half_life_lit_h	kTLnatSchwan_s	kTLnatLit_s
CDC25C	2	3.01200472884742	0.005	0.0005	0.004858994	0.1	7.795177e-05		0.0			0.0	0.0
CCNA2	2	17.1920269914823	0.005	0.0005	0.01200172	0.1	0.0001283606		0.0			0.0	0.0
CDKN1B	2	10.5160165101459	0.005	0.0005	0.00837329	0.1	8.95539e-05		4986.430327417541			0.0	0.0
CDH1	0	0.0360000565200887	0.005	0.0005	0.002112978	0.1	2.25987e-05		17509.844946856818			0.0	0.0
CCNB1	2	58.3240915688237	0.005	0.0005	0.01200172	0.1	0.0001283606		18561.910810011224			0.0	0.0
CDC20	2	33.7360529656031	0.005	0.0005	0.002000286	0.1	2.139343e-05		0.0			0.0	0.0
WEE1	2	13.9320218732743	0.005	0.0005	0.008109267	0.1	8.673013e-05		13829.351977660484			0.0	0.0
CHEK1	2	13.6280213959935	0.005	0.0005	0.003061662	0.1	3.274505e-05		32471.062220910844	7.71		0.0	0.0
CDKN1A	2	1.80800283856445	0.005	0.0005	0.01268336	0.1	0.0001925409		3471.6667838501717	14.78	0.5	0.008680555555556	0.0
CDK1	2	29.7880467672334	0.005	0.0005	0.005235381	0.1	2.163381e-05		999514.0680053718	21.88		0.0	0.0
CDK2	2	14.8720233490766	0.005	0.0005	0.0004487182	0.1	4.079256e-05		649200.9992455662	46.9		0.0	0.0
CDK4	2	47.3920744055568	0.005	0.0005	0.00111046	0.1	1.835471e-05		18440.87739343591	6.96		0.0	0.0
CDK6	4	0.876001375322159	0.005	0.0005	0.001594156	0.1	4.140664e-05		18582.99260386981	13.79		0.0	0.0
TNFSF10	2	0.660001036201626	0.005	0.0005	0.0	0.0	0.0		0.0			0.0	0.0
TNFRSF10A	1	4.3040067572906	0.005	0.0005	0.0003383306	0.1	6.151466e-05		7532.011825258551	71.62		0.079633333333333	0.0
TNFRSF10B	1	4.76400747949174	0.005	0.0005	0.004398298	0.1	6.151466e-05		15937.962670204124	71.62		0.079633333333333	0.0
CFLAR	2	14.644022991116	0.005	0.0005	0.002909272	0.1	5.289585e-05		2435.3010234225903	22.53	1.0	0.018180555555556	0.0
CASP8	2	9.74401529810401	0.005	0.0005	0.001433469	0.1	3.257883e-05		49428.48852759619	82.29		0.017188888888889	0.0
CASP10	2	0.584000916881439	0.005	0.0005	0.0008959178	0.1	3.257883e-05		469.5354102546267	82.29		0.017188888888889	0.0
BFAR	2	16.0600252142395	0.005	0.0005	0.01162289	0.1	5.870149e-05		1188.4073114287849	6.74		0.002113888888889	0.0
CASP3	2	8.63601355854128	0.005	0.0005	0.002195642	0.1	3.070827e-05		282587.21878764784	163.37		0.141213888888889	0.0
CASP7	2	11.7400184318289	0.005	0.0005	0.003805691	0.1	3.008451e-05		10223.56450875369	31.75		0.021286111111111	0.0
CASP6	2	3.42000536940843	0.005	0.0005	0.003387716	0.1	2.28129e-05		15332.80817749971	361.84		0.073641666666667	0.0
XIAP	2	5.99600941373478	0.005	0.0005	0.00201326	0.1	7.320946e-05		44165.17024756129	6.74		0.002113888888889	0.0
PARP1	3	77.4401215809908	0.005	0.0005	0.0006059529	0.1	1.049269e-05		1020408.11140749	76.88		0.046502777777778	0.0
BID	2	14.9120234118767	0.005	0.0005	0.002525377	0.1	3.061063e-05		201412.2377617016	67.97		0.097730555555556	0.0
BCL2	2	0.0240000376800591	0.005	0.0005	0.0	0.0	7.02704e-05		0.0	20.82		0.020286111111111	0.0
BCL2L1	2	17.3560272489627	0.005	0.0005	0.0005776227	0.1	3.500743e-05		103370.18106965403	20.82		0.020286111111111	0.0
MCL1	3	46.5120730239546	0.005	0.0005	0.005930259	0.1	7.701635e-05		14231.256206491886	20.82	1.0	0.020286111111111	0.0
BAX	2	25.964040763544	0.005	0.0005	0.0003117688	0.1	1.889508e-05		371736.1872007148	77.91		0.095627777777778	0.0
CYCS	3	129.84020384912	0.005	0.0005	0.009860899	0.1	1.948794e-05		3852475.627699445	145.82		0.078713888888889	0.0
DIABLO	1	15.852024887679	0.005	0.0005	0.0006093845	0.1	1.23108e-05		405726.1272558315	91.69		0.025075	0.0
APAF1	2	1.18400185888291	0.005	0.0005	0.0003535809	0.1	3.214372e-05		1508.145885887648	31.77		0.079963888888889	0.0
CASP9	2	1.59600250572393	0.005	0.0005	0.0003529916	0.1	3.209015e-05		11495.208047476608	82.29		0.017188888888889	0.0
BAD	2	31.4680494048375	0.005	0.0005	0.001349674	0.1	1.887656e-05		33184.26840699364	20.82		0.020286111111111	0.0
BBC3	2	2.14800337236529	0.005	0.0005	0.0004449474	0.1	8.089953e-05		7150.70322660405	20.82	7.0	0.020286111111111	0.0
PMAIP1	2	1.29200202844318	0.005	0.0005	0.001817983	0.1	8.263557e-05		204.18803707961885	20.82	1.5	0.020286111111111	0.0
BCL2L11	2	5.64400886109391	0.005	0.0005	0.00120157	0.1	8.263557e-05		13588.892001227105	20.82	3.0	0.020286111111111	0.0
EGF	2	7.80801225857924	0.005	0.0005	0.0	0.0	1.925409e-05		0.0		10.0	0.0	0.05
NRG1	1	0.0640001004801577	0.005	0.0005	0.0	0.0	1.925409e-05		0.0		10.0	0.0	0.05
EGFR	4	12.7440200081114	0.005	0.0005	0.0009669568	0.1	2.314193e-05		280899.4043724967	12.71		0.023305555555556	0.0
ERBB2	13	1255.20197066709	0.005	0.0005	0.0003487022	0.1	1.818139e-05		4411093.525416821	18.52		0.001461111111111	0.0
ERBB3	2	42.2320663043441	0.005	0.0005	0.001852738	0.1	2.036392e-05		14403.618848975711	15.615		0.012383333333333	0.0
ERBB4	1	0.00400000628000985	0.005	0.0005	0.0	0.0	2.036392e-05		0.0	15.615		0.012383333333333	0.0
EGFRvIII	0	0.0	0.005	0.0005	0.0	0.0	2.314193e-05		0.0	12.71		0.023305555555556	0.0
MET	4	12.0960189907498	0.005	0.0005	0.001788629	0.1	1.858503e-05		46006.86230944656	29.41		0.001288888888889	0.0
HGF	4	0.00800001256001971	0.005	0.0005	0.0	0.0	1.925409e-05		0.0		10.0	0.0	0.05
PDGFRA	2	0.00400000628000985	0.005	0.0005	0.0002349211	0.1	5.203808e-05		1.4525076476040393	29.41	3.0	0.023305555555556	0.0
PDGFRB	3	0.104000163280256	0.005	0.0005	0.000139518	0.1	5.203808e-05		37.765198837704986	29.41	3.0	0.023305555555556	0.0
PDGFB	2	3.07200482304757	0.005	0.0005	0.0	0.0	1.925409e-05		0.0		10.0	0.0	0.05
SPRY2	2	0.304000477280749	0.005	0.0005	0.00313867	0.1	0.0002873745		8.692655223436848	29.59	2.0	0.002752777777778	0.0
CBL	2	3.46400543848853	0.005	0.0005	0.0006997631	0.1	4.240989e-05		19348.779710917428	29.59		0.002752777777778	0.0
GRB2	2	17.1800269726423	0.005	0.0005	0.0006266123	0.1	2.27859e-05		256195.6362490184	17.22		0.253066666666667	0.0
PLCG1	2	10.7320168492664	0.005	0.0005	0.0001012404	0.1	1.840735e-05		67483.60182663744	30.97		0.004558333333333	0.0
PLCG2	1	0.476000747321173	0.005	0.0005	0.0001012404	0.1	1.840735e-05		1708.842682883011	30.97		0.004558333333333	0.0
PIK3CA	2	3.72800585296918	0.005	0.0005	0.0006702373	0.1	6.093066e-05		2086.0649436196427	40.03		0.001788888888889	0.0
PIK3CB	2	7.56401187549864	0.005	0.0005	0.0006457164	0.1	5.870149e-05		7366.212114955566	40.03		0.001788888888889	0.0
PIK3CG	2	0.084000131880207	0.005	0.0005	0.0	0.0	6.418029e-05		0.0	40.03		0.001788888888889	0.0
PIK3CD	2	0.600000942001479	0.005	0.0005	0.0	0.0	4.307402e-05		3808.796999803016	40.03		0.001788888888889	0.0
PIK3R1	2	1.5440024240838	0.005	0.0005	0.0008273241	0.1	7.521128e-05		8963.028352004088	41.08		0.005330555555556	0.0
PIK3R2	2	6.64001042481636	0.005	0.0005	0.0001033146	0.1	1.878448e-05		5305.368329428272	41.08		0.005330555555556	0.0
PIK3R3	2	15.6360245485585	0.005	0.0005	0.003858613	0.1	7.795177e-05		112.9268439618114	41.08		0.005330555555556	0.0
PIK3R4	2	10.0960158507448	0.005	0.0005	0.0002084596	0.1	3.790175e-05		45902.509276316254	64.41		0.063455555555556	0.0
PIK3C2A	2	6.9800109586172	0.005	0.0005	0.0007097687	0.1	2.580977e-05		11188.138727809372	21.41		0.008227777777778	0.0
RASGRP1	2	0.0160000251200394	0.005	0.0005	0.0	0.0	7.405419e-05		0.0	28.4133333333333		0.20735	0.0
RASGRP3	2	0.220000345400542	0.005	0.0005	0.000407298	0.1	7.405419e-05		6731.72906506617	28.4133333333333		0.20735	0.0
NRAS	2	8.35601311894059	0.005	0.0005	0.001503615	0.1	1.952747e-05		35296.39627248498	32.34		0.20735	0.0
KRAS	2	5.43200852825339	0.005	0.0005	0.001379772	0.1	3.135845e-05		462525.5078207851	22.55		0.20735	0.0
HRAS	2	43.6640685525876	0.005	0.0005	0.0001575855	0.1	9.550639e-06		4858166.149987519	30.35		0.20735	0.0
NF1	1	5.09600800073256	0.005	0.0005	0.0005091225	0.1	2.314193e-05		6173.9355073972665	77.35		0.004455555555556	0.0
RAF1	2	19.9240312807291	0.005	0.0005	0.0008083778	0.1	2.44963e-05		150381.1083263869	20.01		0.000791666666667	0.0
BRAF	2	5.36800842777323	0.005	0.0005	0.0003966198	0.1	7.211269e-05		2788.8971345317723	20.01		0.000791666666667	0.0
MAP2K1	2	8.81601384114173	0.005	0.0005	0.0002398584	0.1	2.180531e-05		28619.65346614323	86.8		0.239638888888889	0.0
MAP2K2	1	22.316035036175	0.005	0.0005	0.0002888113	0.1	1.750372e-05		2808398.62251917	86.8		0.239638888888889	0.0
DUSP6	2	0.804001262281981	0.005	0.0005	0.007120649	0.1	0.001333386		5.145733402418334	10.98	0.75	0.001643055555556	0.0
RPS6KA1	2	16.0000251200394	0.005	0.0005	8.680122e-05	0.1	1.578204e-05		101421.9889782594	90.15		0.026494444444445	0.0
RPS6KA2	2	4.868007642772	0.005	0.0005	0.0001813313	0.1	1.648466e-05		6860.849879875955	64.14		0.015136111111111	0.0
RPS6KA3	2	4.27600671333054	0.005	0.0005	0.0005146901	0.1	2.3395e-05		444103.3316033681	51.11		0.005936111111111	0.0
RPS6KA4	2	15.2400239268375	0.005	0.0005	9.281112e-05	0.1	1.687475e-05		19638.36620752337	29.38		0.003269444444444	0.0
DUSP1	2	2.1120033158452	0.005	0.0005	0.01445427	0.1	0.001333386		13.517150430233212	10.98	0.75	0.001643055555556	0.0
FOS	2	2.42000379940596	0.005	0.0005	0.01869899	0.1	0.001333386		2827.975259071697	14.42	0.75	0.065258333333333	0.3
JUN	2	5.17600812633275	0.005	0.0005	0.02217217	0.1	0.0005776804		20962.228871762723	14.42	2.1667	0.065258333333333	0.0
MYC	10	38.4840604199748	0.005	0.0005	0.001724363	0.1	0.0002406761		921731.7311188165	14.42	0.5	0.065258333333333	0.0
CTNNB1	2	29.1520457687118	0.005	0.0005	0.003217879	0.1	1.772936e-05		664325.515623781	14.42		0.065258333333333	0.0
PTEN	1	4.41600693313088	0.005	0.0005	0.002055394	0.1	1.624818e-05		1407.9382104629892	132.94		0.006061111111111	0.0
AKT1	2	84.5921328096485	0.005	0.0005	6.622732e-05	0.1	1.204133e-05		24146.68624060163	27.79		0.005794444444444	0.0
AKT2	2	22.1880348352146	0.005	0.0005	0.0002335974	0.1	1.415742e-05		60403.20861656667	41.17		0.002541666666667	0.0
PDPK1	2	14.1520222186748	0.005	0.0005	0.0004987323	0.1	3.02262e-05		35152.80991414203	27.48		0.006997222222222	0.0
RICTOR	2	2.49200391244614	0.005	0.0005	0.001379772	0.1	6.27169e-05		8929.793528405584	26.59		0.011927777777778	0.0
MTOR	2	10.964017213507	0.005	0.0005	6.727922e-05	0.1	1.223258e-05		20453.024536273144	37.35		0.003486111111111	0.0
GSK3B	2	14.1360221935548	0.005	0.0005	0.0004685729	0.1	2.839836e-05		629085.9716649735	32.89		0.087380555555556	0.0
TSC1	2	3.72400584668917	0.005	0.0005	0.0007457569	0.1	3.389804e-05		744.8011693378339	52.3		0.001513888888889	0.0
TSC2	2	19.6480308474084	0.005	0.0005	6.698133e-05	0.1	1.217842e-05		4742.112222698448	35.97		0.000405555555556	0.0
PRKCA	2	3.17200498004781	0.005	0.0005	0.0002937517	0.1	2.67047e-05		10499.26417260633	60.55		0.004833333333333	0.0
PRKCB	2	0.00400000628000985	0.005	0.0005	0.0001468758	0.1	2.67047e-05		2493.4285482780847	60.55		0.004833333333333	0.0
PRKCG	2	0.0320000502400788	0.005	0.0005	0.0	0.0	2.67047e-05		0.0	60.55		0.004833333333333	0.0
PRKCD	2	61.4800965237515	0.005	0.0005	0.0004406275	0.1	2.67047e-05		53704.38564186976	60.55		0.004833333333333	0.0
PEBP1	1	54.3360853076539	0.005	0.0005	0.002270108	0.1	1.115532e-05		1083667.5124521365	324.85		0.180222222222222	0.0
MAPK1	2	18.9480297484067	0.005	0.0005	0.0006437537	0.1	1.950769e-05		950679.323178125	53.2		0.441577777777778	0.0
MAPK3	2	25.8040405123436	0.005	0.0005	0.0001848124	0.1	1.680112e-05		193188.84497895572	120.4		0.0377	0.0
FOXO3	2	2.3560036989258	0.005	0.0005	0.00177979	0.1	8.089953e-05		8441.846446741347	46.45		0.033563888888889	0.0
RHEB	2	58.9480925485053	0.005	0.0005	0.004241372	0.1	2.487608e-05		209238.60291805305	22.92		0.113625	0.0
RPTOR	2	6.16000967121518	0.005	0.0005	7.657085e-05	0.1	1.392197e-05		62899.8587527782	7.56		0.011927777777778	0.0
RPS6KB1	1	4.99600784373231	0.005	0.0005	0.0003340615	0.1	2.024615e-05		60697.46837429805	30.03		0.0113	0.0
RPS6KB2	2	27.992043947509	0.005	0.0005	0.0002227076	0.1	2.024615e-05		21770.41941084585	30.03		0.0113	0.0
EIF4EBP1	1	9.76401532950406	0.005	0.0005	0.004695571	0.1	2.246685e-05		13869.01293224503	6.36		0.124511111111111	0.0
SOS1	2	11.1800175526275	0.005	0.0005	0.0004213428	0.1	2.553593e-05		6622.297063673023	38.51		0.008944444444444	0.0
CDKN2A	2	11.0720173830672	0.005	0.0005	0.0	0.0	1.747195e-05		203814.06265356456	14.78		0.008680555555556	0.0
MDM4	3	8.65601358994133	0.005	0.0005	0.001260684	0.1	6.54901e-05		106.36518796975047	0.74		0.003197222222222	0.0
FGFR1	1	0.0920001444402267	0.005	0.0005	4.7221e-05	0.1	1.791078e-05		6465.689150751968	29.41		0.001288888888889	0.0
FGFR2	2	7.15201122865763	0.005	0.0005	0.0008061812	0.1	7.795177e-05		1408.0423962789926	29.41		0.001288888888889	0.0
FGF1	3	0.524000822681291	0.005	0.0005	0.0	0.0	1.925409e-05		0.0		10.0	0.0	0.05
FGF2	2	0.0160000251200394	0.005	0.0005	0.0	0.0	1.925409e-05		0.0		10.0	0.0	0.05
EIF4E	2	63.0160989352753	0.005	0.0005	0.003925956	0.1	1.878448e-05		577854.7001648961	115.62		0.400219444444445	0.0
IRS1	2	0.696001092721715	0.005	0.0005	0.0009775153	0.1	5.924335e-05		48.72007649052005	3.31		0.003163888888889	0.0
IRS2	2	0.0200000314000493	0.005	0.0005	0.0006516768	0.1	5.924335e-05		4840.58641070244	3.31		0.003163888888889	0.0
IGF1	2	0.0160000251200394	0.005	0.0005	0.0	0.0	1.925409e-05		0.0		10.0	0.0	0.05
IGF2	2	0.156000244920384	0.005	0.0005	0.0	0.0	1.925409e-05		0.0		10.0	0.0	0.05
IGF1R	2	2.02000317140497	0.005	0.0005	0.0009972017	0.1	6.354485e-05		8391.150708555899	29.41		0.001288888888889	0.0
MSH6	2	14.6520230036761	0.005	0.0005	0.0007395076	0.1	2.689118e-05		85790.33577071773	34.73		0.033355555555556	0.0
BRCA2	2	1.56000244920384	0.005	0.0005	0.000295803	0.1	2.689118e-05		640.255636434877	34.73	2.5	0.033355555555556	0.0
MGMT	2	2.54000398780626	0.005	0.0005	0.0004126948	0.1	1.500708e-05		18117.382605942137	34.36		0.033355555555556	0.0
INSR	1	1.06400167048262	0.005	0.0005	0.001599062	0.1	5.001062e-05		363.1792368580677	29.41	6.7	0.001288888888889	0.0
INS	2	0.0	0.005	0.0005	0.0	0.0	1.925409e-05		0.0		10.0	0.0	0.05
