	amici	matlab
pEE1HE4	0.0	0.0
pE2HE3	0.0	0.0
pHE3Ev3	0.0	0.0
pE1HE3	0.0	0.0
pHE3E4	0.0	0.0
pHE3HE4	0.0	0.0
pE2HE4	0.0	0.0
pHE4Ev3	0.0	0.0
pE1HE4	0.0	0.0
pE3HE4	0.0	0.0
pHE4E4	0.0	0.0
pHE4HE4	0.0	0.0
pHGF_Met_Met	0.0	0.0
pHGF_Met_HGF_Met	0.0	0.0
pPPrPPr	0.0	0.0
pPPrPr	0.0	0.0
pFFrFFr	0.0	0.0
pFFrFr	0.0	0.0
pIIrIr	0.0	0.0
pINS_Isr_Isr	0.0	0.0
pIIrIrI	0.0	0.0
pINS_Isr_Isr_INS	0.0	0.0
pIIrIr_IRS	0.0	0.0
pINS_Isr_Isr_IRS	0.0	0.0
pIIrIrI_IRS	0.0	0.0
pINS_Isr_Isr_INS_IRS	0.0	0.0
Sp_EE1E2	0.0	0.0
Sp_EE1Ev3	0.0	0.0
Sp_EE1E1	0.0	0.0
Sp_EE1EE1	0.0	0.0
Sp_EE1E3	0.0	0.0
Sp_EE1HE3	0.0	0.0
Sp_EE1E4	0.0	0.0
Sp_EE1HE4	0.0	0.0
Sp_E2HE3	0.0	0.0
Sp_HE3Ev3	0.0	0.0
Sp_E1HE3	0.0	0.0
Sp_HE3E4	0.0	0.0
Sp_HE3HE4	0.0	0.0
Sp_E2HE4	0.0	0.0
Sp_HE4Ev3	0.0	0.0
Sp_E1HE4	0.0	0.0
Sp_E3HE4	0.0	0.0
Sp_HE4E4	0.0	0.0
Sp_HE4HE4	0.0	0.0
Sp_HGF_Met_Met	0.0	0.0
Sp_HGF_Met_HGF_Met	0.0	0.0
Sp_PPrPPr	0.0	0.0
Sp_PPrPr	0.0	0.0
Sp_FFrFFr	0.0	0.0
Sp_FFrFr	0.0	0.0
Sp_IIrIr	0.0	0.0
Sp_INS_Isr_Isr	0.0	0.0
Sp_IIrIrI	0.0	0.0
Sp_INS_Isr_Isr_INS	0.0	0.0
EE1E2int	0.0	0.0
EE1Ev3int	0.0	0.0
EE1E1int	0.0	0.0
EE1EE1int	0.0	0.0
EE1E3int	0.0	0.0
EE1HE3int	0.0	0.0
EE1E4int	0.0	0.0
EE1HE4int	0.0	0.0
E2HE3int	0.0	0.0
HE3Ev3int	0.0	0.0
E1HE3int	0.0	0.0
HE3E4int	0.0	0.0
HE3HE4int	0.0	0.0
E2HE4int	0.0	0.0
HE4Ev3int	0.0	0.0
E1HE4int	0.0	0.0
E3HE4int	0.0	0.0
HE4E4int	0.0	0.0
HE4HE4int	0.0	0.0
HGF_Met_Metint	0.0	0.0
HGF_Met_HGF_Metint	0.0	0.0
PPrPPrint	0.0	0.0
PPrPrint	0.0	0.0
FFrFFrint	0.0	0.0
FFrFrint	0.0	0.0
IIrIr_int	0.0	0.0
INS_Isr_Isr_int	0.0	0.0
IIrIrI_int	0.0	0.0
INS_Isr_Isr_INS_int	0.0	0.0
pEE1E2int	0.0	0.0
pEE1Ev3int	0.0	0.0
pEE1E1int	0.0	0.0
pEE1EE1int	0.0	0.0
pEE1E3int	0.0	0.0
pEE1HE3int	0.0	0.0
pEE1E4int	0.0	0.0
pEE1HE4int	0.0	0.0
pE2HE3int	0.0	0.0
pHE3Ev3int	0.0	0.0
pE1HE3int	0.0	0.0
pHE3E4int	0.0	0.0
pHE3HE4int	0.0	0.0
pE2HE4int	0.0	0.0
pHE4Ev3int	0.0	0.0
pE1HE4int	0.0	0.0
pE3HE4int	0.0	0.0
pHE4E4int	0.0	0.0
pHE4HE4int	0.0	0.0
pHGF_Met_Metint	0.0	0.0
pHGF_Met_HGF_Metint	0.0	0.0
pPPrPPrint	0.0	0.0
pPPrPrint	0.0	0.0
pFFrFFrint	0.0	0.0
pFFrFrint	0.0	0.0
pIIrIr_int	0.0	0.0
pINS_Isr_Isr_int	0.0	0.0
pIIrIrI_int	0.0	0.0
pINS_Isr_Isr_INS_int	0.0	0.0
pIIrIr_int_IRS	0.0	0.0
pINS_Isr_Isr_int_IRS	0.0	0.0
pIIrIrI_int_IRS	0.0	0.0
pINS_Isr_Isr_INS_int_IRS	0.0	0.0
pEE1E2_G2_SOS	0.0	0.0
pEE1Ev3_G2_SOS	0.0	0.0
pEE1E1_G2_SOS	0.0	0.0
pEE1EE1_G2_SOS	0.0	0.0
pEE1E3_G2_SOS	0.0	0.0
pEE1HE3_G2_SOS	0.0	0.0
pEE1E4_G2_SOS	0.0	0.0
pEE1HE4_G2_SOS	0.0	0.0
pE2HE3_G2_SOS	0.0	0.0
pHE3Ev3_G2_SOS	0.0	0.0
pE1HE3_G2_SOS	0.0	0.0
pHE3E4_G2_SOS	0.0	0.0
pHE3HE4_G2_SOS	0.0	0.0
pE2HE4_G2_SOS	0.0	0.0
pHE4Ev3_G2_SOS	0.0	0.0
pE1HE4_G2_SOS	0.0	0.0
pE3HE4_G2_SOS	0.0	0.0
pHE4E4_G2_SOS	0.0	0.0
pHE4HE4_G2_SOS	0.0	0.0
pHGF_Met_Met_G2_SOS	0.0	0.0
pHGF_Met_HGF_Met_G2_SOS	0.0	0.0
pPPrPPr_G2_SOS	0.0	0.0
pPPrPr_G2_SOS	0.0	0.0
pFFrFFr_G2_SOS	0.0	0.0
pFFrFr_G2_SOS	0.0	0.0
pIIrIr_IRS_G2_SOS	0.0	0.0
pINS_Isr_Isr_IRS_G2_SOS	0.0	0.0
pIIrIrI_IRS_G2_SOS	0.0	0.0
pINS_Isr_Isr_INS_IRS_G2_SOS	0.0	0.0
pEE1E2int_G2_SOS	0.0	0.0
pEE1Ev3int_G2_SOS	0.0	0.0
pEE1E1int_G2_SOS	0.0	0.0
pEE1EE1int_G2_SOS	0.0	0.0
pEE1E3int_G2_SOS	0.0	0.0
pEE1HE3int_G2_SOS	0.0	0.0
pEE1E4int_G2_SOS	0.0	0.0
pEE1HE4int_G2_SOS	0.0	0.0
pE2HE3int_G2_SOS	0.0	0.0
pHE3Ev3int_G2_SOS	0.0	0.0
pE1HE3int_G2_SOS	0.0	0.0
pHE3E4int_G2_SOS	0.0	0.0
pHE3HE4int_G2_SOS	0.0	0.0
pE2HE4int_G2_SOS	0.0	0.0
pHE4Ev3int_G2_SOS	0.0	0.0
pE1HE4int_G2_SOS	0.0	0.0
pE3HE4int_G2_SOS	0.0	0.0
pHE4E4int_G2_SOS	0.0	0.0
pHE4HE4int_G2_SOS	0.0	0.0
pHGF_Met_Metint_G2_SOS	0.0	0.0
pHGF_Met_HGF_Metint_G2_SOS	0.0	0.0
pPPrPPrint_G2_SOS	0.0	0.0
pPPrPrint_G2_SOS	0.0	0.0
pFFrFFrint_G2_SOS	0.0	0.0
pFFrFrint_G2_SOS	0.0	0.0
pIIrIr_int_IRS_G2_SOS	0.0	0.0
pINS_Isr_Isr_int_IRS_G2_SOS	0.0	0.0
pIIrIrI_int_IRS_G2_SOS	0.0	0.0
pINS_Isr_Isr_INS_int_IRS_G2_SOS	0.0	0.0
pEE1E2_PLCg	0.0	0.0
pEE1Ev3_PLCg	0.0	0.0
pEE1E1_PLCg	0.0	0.0
pEE1EE1_PLCg	0.0	0.0
pEE1E3_PLCg	0.0	0.0
pEE1HE3_PLCg	0.0	0.0
pEE1E4_PLCg	0.0	0.0
pEE1HE4_PLCg	0.0	0.0
pE2HE3_PLCg	0.0	0.0
pHE3Ev3_PLCg	0.0	0.0
pE1HE3_PLCg	0.0	0.0
pHE3E4_PLCg	0.0	0.0
pHE3HE4_PLCg	0.0	0.0
pE2HE4_PLCg	0.0	0.0
pHE4Ev3_PLCg	0.0	0.0
pE1HE4_PLCg	0.0	0.0
pE3HE4_PLCg	0.0	0.0
pHE4E4_PLCg	0.0	0.0
pHE4HE4_PLCg	0.0	0.0
pHGF_Met_Met_PLCg	0.0	0.0
pHGF_Met_HGF_Met_PLCg	0.0	0.0
pPPrPPr_PLCg	0.0	0.0
pPPrPr_PLCg	0.0	0.0
pFFrFFr_PLCg	0.0	0.0
pFFrFr_PLCg	0.0	0.0
pIIrIr_IRS_PLCg	0.0	0.0
pINS_Isr_Isr_IRS_PLCg	0.0	0.0
pIIrIrI_IRS_PLCg	0.0	0.0
pINS_Isr_Isr_INS_IRS_PLCg	0.0	0.0
pEE1E2_PI3K1	0.0	0.0
pEE1Ev3_PI3K1	0.0	0.0
pEE1E1_PI3K1	0.0	0.0
pEE1EE1_PI3K1	0.0	0.0
pEE1E3_PI3K1	0.0	0.0
pEE1HE3_PI3K1	0.0	0.0
pEE1E4_PI3K1	0.0	0.0
pEE1HE4_PI3K1	0.0	0.0
pE2HE3_PI3K1	0.0	0.0
pHE3Ev3_PI3K1	0.0	0.0
pE1HE3_PI3K1	0.0	0.0
pHE3E4_PI3K1	0.0	0.0
pHE3HE4_PI3K1	0.0	0.0
pE2HE4_PI3K1	0.0	0.0
pHE4Ev3_PI3K1	0.0	0.0
pE1HE4_PI3K1	0.0	0.0
pE3HE4_PI3K1	0.0	0.0
pHE4E4_PI3K1	0.0	0.0
pHE4HE4_PI3K1	0.0	0.0
pHGF_Met_Met_PI3K1	0.0	0.0
pHGF_Met_HGF_Met_PI3K1	0.0	0.0
pPPrPPr_PI3K1	0.0	0.0
pPPrPr_PI3K1	0.0	0.0
pFFrFFr_PI3K1	0.0	0.0
pFFrFr_PI3K1	0.0	0.0
pIIrIr_IRS_PI3K1	0.0	0.0
pINS_Isr_Isr_IRS_PI3K1	0.0	0.0
pIIrIrI_IRS_PI3K1	0.0	0.0
pINS_Isr_Isr_INS_IRS_PI3K1	0.0	0.0
pEE1E2_PI3K2	0.0	0.0
pEE1Ev3_PI3K2	0.0	0.0
pEE1E1_PI3K2	0.0	0.0
pEE1EE1_PI3K2	0.0	0.0
pEE1E3_PI3K2	0.0	0.0
pEE1HE3_PI3K2	0.0	0.0
pEE1E4_PI3K2	0.0	0.0
pEE1HE4_PI3K2	0.0	0.0
pE2HE3_PI3K2	0.0	0.0
pHE3Ev3_PI3K2	0.0	0.0
pE1HE3_PI3K2	0.0	0.0
pHE3E4_PI3K2	0.0	0.0
pHE3HE4_PI3K2	0.0	0.0
pE2HE4_PI3K2	0.0	0.0
pHE4Ev3_PI3K2	0.0	0.0
pE1HE4_PI3K2	0.0	0.0
pE3HE4_PI3K2	0.0	0.0
pHE4E4_PI3K2	0.0	0.0
pHE4HE4_PI3K2	0.0	0.0
pHGF_Met_Met_PI3K2	0.0	0.0
pHGF_Met_HGF_Met_PI3K2	0.0	0.0
pPPrPPr_PI3K2	0.0	0.0
pPPrPr_PI3K2	0.0	0.0
pFFrFFr_PI3K2	0.0	0.0
pFFrFr_PI3K2	0.0	0.0
pIIrIr_IRS_PI3K2	0.0	0.0
pINS_Isr_Isr_IRS_PI3K2	0.0	0.0
pIIrIrI_IRS_PI3K2	0.0	0.0
pINS_Isr_Isr_INS_IRS_PI3K2	0.0	0.0
pEE1E2int_G2_SOS_RasD	0.0	0.0
pEE1Ev3int_G2_SOS_RasD	0.0	0.0
pEE1E1int_G2_SOS_RasD	0.0	0.0
pEE1EE1int_G2_SOS_RasD	0.0	0.0
pEE1E3int_G2_SOS_RasD	0.0	0.0
pEE1HE3int_G2_SOS_RasD	0.0	0.0
pEE1E4int_G2_SOS_RasD	0.0	0.0
pEE1HE4int_G2_SOS_RasD	0.0	0.0
pE2HE3int_G2_SOS_RasD	0.0	0.0
pHE3Ev3int_G2_SOS_RasD	0.0	0.0
pE1HE3int_G2_SOS_RasD	0.0	0.0
pHE3E4int_G2_SOS_RasD	0.0	0.0
pHE3HE4int_G2_SOS_RasD	0.0	0.0
pE2HE4int_G2_SOS_RasD	0.0	0.0
pHE4Ev3int_G2_SOS_RasD	0.0	0.0
pE1HE4int_G2_SOS_RasD	0.0	0.0
pE3HE4int_G2_SOS_RasD	0.0	0.0
pHE4E4int_G2_SOS_RasD	0.0	0.0
pHE4HE4int_G2_SOS_RasD	0.0	0.0
pHGF_Met_Metint_G2_SOS_RasD	0.0	0.0
pHGF_Met_HGF_Metint_G2_SOS_RasD	0.0	0.0
pPPrPPrint_G2_SOS_RasD	0.0	0.0
pPPrPrint_G2_SOS_RasD	0.0	0.0
pFFrFFrint_G2_SOS_RasD	0.0	0.0
pFFrFrint_G2_SOS_RasD	0.0	0.0
pIIrIr_int_IRS_G2_SOS_RasD	0.0	0.0
pINS_Isr_Isr_int_IRS_G2_SOS_RasD	0.0	0.0
pIIrIrI_int_IRS_G2_SOS_RasD	0.0	0.0
pINS_Isr_Isr_INS_int_IRS_G2_SOS_RasD	0.0	0.0
pEE1E2_G2_SOS_RasD	0.0	0.0
pEE1Ev3_G2_SOS_RasD	0.0	0.0
pEE1E1_G2_SOS_RasD	0.0	0.0
pEE1EE1_G2_SOS_RasD	0.0	0.0
pEE1E3_G2_SOS_RasD	0.0	0.0
pEE1HE3_G2_SOS_RasD	0.0	0.0
pEE1E4_G2_SOS_RasD	0.0	0.0
pEE1HE4_G2_SOS_RasD	0.0	0.0
pE2HE3_G2_SOS_RasD	0.0	0.0
pHE3Ev3_G2_SOS_RasD	0.0	0.0
pE1HE3_G2_SOS_RasD	0.0	0.0
pHE3E4_G2_SOS_RasD	0.0	0.0
pHE3HE4_G2_SOS_RasD	0.0	0.0
pE2HE4_G2_SOS_RasD	0.0	0.0
pHE4Ev3_G2_SOS_RasD	0.0	0.0
pE1HE4_G2_SOS_RasD	0.0	0.0
pE3HE4_G2_SOS_RasD	0.0	0.0
pHE4E4_G2_SOS_RasD	0.0	0.0
pHE4HE4_G2_SOS_RasD	0.0	0.0
pHGF_Met_Met_G2_SOS_RasD	0.0	0.0
pHGF_Met_HGF_Met_G2_SOS_RasD	0.0	0.0
pPPrPPr_G2_SOS_RasD	0.0	0.0
pPPrPr_G2_SOS_RasD	0.0	0.0
pFFrFFr_G2_SOS_RasD	0.0	0.0
pFFrFr_G2_SOS_RasD	0.0	0.0
pIIrIr_IRS_G2_SOS_RasD	0.0	0.0
pINS_Isr_Isr_IRS_G2_SOS_RasD	0.0	0.0
pIIrIrI_IRS_G2_SOS_RasD	0.0	0.0
pINS_Isr_Isr_INS_IRS_G2_SOS_RasD	0.0	0.0
pEE1E2_PLCg_PIP2	0.0	0.0
pEE1Ev3_PLCg_PIP2	0.0	0.0
pEE1E1_PLCg_PIP2	0.0	0.0
pEE1EE1_PLCg_PIP2	0.0	0.0
pEE1E3_PLCg_PIP2	0.0	0.0
pEE1HE3_PLCg_PIP2	0.0	0.0
pEE1E4_PLCg_PIP2	0.0	0.0
pEE1HE4_PLCg_PIP2	0.0	0.0
pE2HE3_PLCg_PIP2	0.0	0.0
pHE3Ev3_PLCg_PIP2	0.0	0.0
pE1HE3_PLCg_PIP2	0.0	0.0
pHE3E4_PLCg_PIP2	0.0	0.0
pHE3HE4_PLCg_PIP2	0.0	0.0
pE2HE4_PLCg_PIP2	0.0	0.0
pHE4Ev3_PLCg_PIP2	0.0	0.0
pE1HE4_PLCg_PIP2	0.0	0.0
pE3HE4_PLCg_PIP2	0.0	0.0
pHE4E4_PLCg_PIP2	0.0	0.0
pHE4HE4_PLCg_PIP2	0.0	0.0
pHGF_Met_Met_PLCg_PIP2	0.0	0.0
pHGF_Met_HGF_Met_PLCg_PIP2	0.0	0.0
pPPrPPr_PLCg_PIP2	0.0	0.0
pPPrPr_PLCg_PIP2	0.0	0.0
pFFrFFr_PLCg_PIP2	0.0	0.0
pFFrFr_PLCg_PIP2	0.0	0.0
pIIrIr_IRS_PLCg_PIP2	0.0	0.0
pINS_Isr_Isr_IRS_PLCg_PIP2	0.0	0.0
pIIrIrI_IRS_PLCg_PIP2	0.0	0.0
pINS_Isr_Isr_INS_IRS_PLCg_PIP2	0.0	0.0
pEE1E2_PI3K1_PIP2	0.0	0.0
pEE1Ev3_PI3K1_PIP2	0.0	0.0
pEE1E1_PI3K1_PIP2	0.0	0.0
pEE1EE1_PI3K1_PIP2	0.0	0.0
pEE1E3_PI3K1_PIP2	0.0	0.0
pEE1HE3_PI3K1_PIP2	0.0	0.0
pEE1E4_PI3K1_PIP2	0.0	0.0
pEE1HE4_PI3K1_PIP2	0.0	0.0
pE2HE3_PI3K1_PIP2	0.0	0.0
pHE3Ev3_PI3K1_PIP2	0.0	0.0
pE1HE3_PI3K1_PIP2	0.0	0.0
pHE3E4_PI3K1_PIP2	0.0	0.0
pHE3HE4_PI3K1_PIP2	0.0	0.0
pE2HE4_PI3K1_PIP2	0.0	0.0
pHE4Ev3_PI3K1_PIP2	0.0	0.0
pE1HE4_PI3K1_PIP2	0.0	0.0
pE3HE4_PI3K1_PIP2	0.0	0.0
pHE4E4_PI3K1_PIP2	0.0	0.0
pHE4HE4_PI3K1_PIP2	0.0	0.0
pHGF_Met_Met_PI3K1_PIP2	0.0	0.0
pHGF_Met_HGF_Met_PI3K1_PIP2	0.0	0.0
pPPrPPr_PI3K1_PIP2	0.0	0.0
pPPrPr_PI3K1_PIP2	0.0	0.0
pFFrFFr_PI3K1_PIP2	0.0	0.0
pFFrFr_PI3K1_PIP2	0.0	0.0
pIIrIr_IRS_PI3K1_PIP2	0.0	0.0
pINS_Isr_Isr_IRS_PI3K1_PIP2	0.0	0.0
pIIrIrI_IRS_PI3K1_PIP2	0.0	0.0
pINS_Isr_Isr_INS_IRS_PI3K1_PIP2	0.0	0.0
pEE1E2_PI3K2_PIP	0.0	0.0
pEE1Ev3_PI3K2_PIP	0.0	0.0
pEE1E1_PI3K2_PIP	0.0	0.0
pEE1EE1_PI3K2_PIP	0.0	0.0
pEE1E3_PI3K2_PIP	0.0	0.0
pEE1HE3_PI3K2_PIP	0.0	0.0
pEE1E4_PI3K2_PIP	0.0	0.0
pEE1HE4_PI3K2_PIP	0.0	0.0
pE2HE3_PI3K2_PIP	0.0	0.0
pHE3Ev3_PI3K2_PIP	0.0	0.0
pE1HE3_PI3K2_PIP	0.0	0.0
pHE3E4_PI3K2_PIP	0.0	0.0
pHE3HE4_PI3K2_PIP	0.0	0.0
pE2HE4_PI3K2_PIP	0.0	0.0
pHE4Ev3_PI3K2_PIP	0.0	0.0
pE1HE4_PI3K2_PIP	0.0	0.0
pE3HE4_PI3K2_PIP	0.0	0.0
pHE4E4_PI3K2_PIP	0.0	0.0
pHE4HE4_PI3K2_PIP	0.0	0.0
pHGF_Met_Met_PI3K2_PIP	0.0	0.0
